Iteration;Best Fitness;Average Fitness;Worst Fitness
27;101517;90220;69244
28;101517;75581;69244
29;101517;74850;69244
30;101517;78093;69244
31;101517;73169;69244
32;101517;92988;69244
33;101517;75956;69244
34;101517;74372;69244
35;101517;67261;67261
36;101517;82434;67261
37;101517;89047;67261
38;101517;84007;67261
39;101517;69462;67261
40;101517;90244;67261
41;101517;85364;67261
42;101517;66940;66940
43;101517;90943;66940
44;101517;96559;66940
45;101517;69227;66940
46;101517;81086;66940
47;101517;76718;66940
48;101517;97451;66940
49;101517;80885;66940
50;101517;84465;66940
51;101517;76477;66940
52;101517;71774;66940
53;101517;93194;66940
54;101517;73335;66940
55;101517;84457;66940
56;101517;80902;66940
57;101517;83601;66940
58;101517;78477;66940
59;101517;70414;66940
60;101517;90862;66940
61;101517;86392;66940
62;101517;82677;66940
63;101517;71932;66940
64;101517;78620;66940
65;101517;84503;66940
66;101517;83665;66940
67;101517;94096;66940
68;101517;93706;66940
69;101517;77528;66940
70;101517;90125;66940
71;101517;91161;66940
72;101517;77616;66940
73;101517;75793;66940
74;101517;93966;66940
75;101517;80432;66940
76;101517;77326;66940
77;101517;91443;66940
78;101517;79332;66940
79;101517;69606;66940
80;101517;67506;66940
81;101517;81815;66940
82;101517;83140;66940
83;101517;95866;66940
84;101517;86228;66940
85;101517;75353;66940
86;101517;88895;66940
87;101517;90553;66940
88;101517;86007;66940
89;101517;66614;66614
90;101517;79624;66614
91;101517;72883;66614
92;101517;87361;66614
93;101517;67976;66614
94;101517;89187;66614
95;101517;96308;66614
96;101517;86787;66614
97;101517;84386;66614
98;101517;88719;66614
99;101517;86872;66614
100;101517;78198;66614
Iteration;Best Fitness;Average Fitness;Worst Fitness
1;117119;117119;117119
2;117408;117408;117119
3;124422;124422;117119
4;126803;126803;117119
5;135693;135693;117119
6;135693;129387;117119
7;135693;120859;117119
8;135693;128009;117119
9;140373;140373;117119
10;140373;128980;117119
11;140373;127818;117119
12;140373;117457;117119
13;140373;120720;117119
14;140373;116365;116365
15;140373;129776;116365
16;140373;121461;116365
17;140373;127571;116365
18;140373;131482;116365
19;140373;121063;116365
20;140373;120359;116365
21;140373;130749;116365
22;140373;136712;116365
23;140373;122678;116365
24;140373;127607;116365
25;140373;126972;116365
26;140373;121785;116365
27;140373;121123;116365
28;140373;137966;116365
29;140373;129022;116365
30;140373;135374;116365
31;140373;121559;116365
32;140373;117588;116365
33;140373;127098;116365
34;140373;123110;116365
35;140373;126659;116365
36;140373;127881;116365
37;140373;120330;116365
38;140373;139500;116365
39;140373;134148;116365
40;140373;123168;116365
41;140373;121255;116365
42;140373;134261;116365
43;140599;140599;116365
44;140599;131769;116365
45;140599;130143;116365
46;140599;133585;116365
47;140599;125812;116365
48;140599;120437;116365
49;140599;132063;116365
50;140599;123918;116365
51;140599;126829;116365
52;140599;131760;116365
53;140599;118514;116365
54;140599;125318;116365
55;140599;139850;116365
56;140599;116392;116365
57;140599;124595;116365
58;140599;120204;116365
59;140599;131740;116365
60;140599;120544;116365
61;140599;130213;116365
62;140599;126857;116365
63;140599;132389;116365
64;140599;122221;116365
65;140599;135940;116365
66;140599;135771;116365
67;140599;123038;116365
68;140599;125050;116365
69;140599;122606;116365
70;140599;124053;116365
71;140599;132048;116365
72;140599;139571;116365
73;140599;125032;116365
74;140599;126773;116365
75;140599;120556;116365
76;140599;121951;116365
77;140599;131962;116365
78;140599;121077;116365
79;140599;129210;116365
80;140599;137781;116365
81;140599;127418;116365
82;140599;125308;116365
83;140599;128562;116365
84;140599;129296;116365
85;140599;125336;116365
86;140599;117370;116365
87;140599;119355;116365
88;140599;127413;116365
89;140599;119239;116365
90;140599;127908;116365
91;140599;121850;116365
92;140599;124698;116365
93;140599;120668;116365
94;140599;126806;116365
95;140599;126151;116365
96;140599;126975;116365
97;140599;131217;116365
98;140599;129536;116365
99;140599;130641;116365
100;140599;122215;116365
Iteration;Best Fitness;Average Fitness;Worst Fitness
1;123245;123245;123245
2;143649;143649;123245
3;143649;127217;123245
4;143649;124002;123245
5;143649;125441;123245
6;143649;130113;123245
7;143649;133874;123245
8;143649;124094;123245
9;143649;122203;122203
10;143649;125838;122203
11;143649;124633;122203
12;143649;119342;119342
13;143649;131322;119342
14;143649;116482;116482
15;143649;124000;116482
16;143649;120557;116482
17;143649;126129;116482
18;143649;133415;116482
19;143649;128321;116482
20;143649;122429;116482
21;143649;116125;116125
22;143649;132886;116125
23;143649;112259;112259
24;143649;132610;112259
25;143649;129531;112259
26;143649;134036;112259
27;143649;126905;112259
28;143649;121815;112259
29;143649;124749;112259
30;143649;134440;112259
31;143649;126937;112259
32;143649;129507;112259
33;143649;131309;112259
34;143649;115543;112259
35;143649;132132;112259
36;143649;126052;112259
37;143649;128057;112259
38;143649;119120;112259
39;143649;136601;112259
40;143649;123623;112259
41;143649;123388;112259
42;143649;125870;112259
43;143649;109781;109781
44;143649;129523;109781
45;143649;119092;109781
46;143649;138987;109781
47;143649;114130;109781
48;143649;116477;109781
49;143649;115761;109781
50;143649;125322;109781
51;143649;127648;109781
52;143649;126549;109781
53;143649;130800;109781
54;143649;117929;109781
55;143649;126392;109781
56;143649;129640;109781
57;143649;122539;109781
58;143649;133015;109781
59;143649;129872;109781
60;143649;127023;109781
61;143649;119672;109781
62;143649;138152;109781
63;143649;124277;109781
64;143649;125119;109781
65;143649;121544;109781
66;143649;125542;109781
67;143649;128640;109781
68;143649;125389;109781
69;143649;126022;109781
70;143649;122887;109781
71;143649;117584;109781
72;143649;129958;109781
73;143649;119160;109781
74;143649;128089;109781
75;143649;126099;109781
76;143649;129179;109781
77;143649;123777;109781
78;143649;115141;109781
79;143649;112820;109781
80;143649;140351;109781
81;143649;124061;109781
82;143649;117274;109781
83;143649;125296;109781
84;143649;129837;109781
85;143649;110777;109781
86;143649;121974;109781
87;143649;129809;109781
88;143649;114855;109781
89;143649;133566;109781
90;143649;133128;109781
91;143649;117103;109781
92;143649;127422;109781
93;143649;123282;109781
94;143649;124695;109781
95;143649;126784;109781
96;143649;118553;109781
97;143649;129162;109781
98;143649;136054;109781
99;143649;133824;109781
100;143649;119746;109781
Iteration;Best Fitness;Average Fitness;Worst Fitness
1;124171;124171;124171
2;124171;123615;123615
3;135040;135040;123615
4;135040;133778;123615
5;135040;124048;123615
6;135040;129161;123615
7;135040;132621;123615
8;135040;124961;123615
9;135040;125738;123615
10;135040;125593;123615
11;136632;136632;123615
12;136632;123245;123245
13;141999;141999;123245
14;141999;125354;123245
15;141999;121975;121975
16;141999;116069;116069
17;141999;129134;116069
18;141999;116129;116069
19;141999;110189;110189
20;141999;127344;110189
21;141999;119620;110189
22;141999;138873;110189
23;141999;132422;110189
24;141999;134388;110189
25;141999;133323;110189
26;141999;122721;110189
27;141999;130746;110189
28;141999;131157;110189
29;141999;120830;110189
30;141999;117848;110189
31;141999;123586;110189
32;141999;121842;110189
33;141999;132948;110189
34;141999;118417;110189
35;141999;115342;110189
36;141999;122482;110189
37;141999;117500;110189
38;141999;127980;110189
39;141999;130155;110189
40;141999;120953;110189
41;141999;121989;110189
42;141999;125296;110189
43;141999;116811;110189
44;141999;125105;110189
45;141999;124908;110189
46;141999;129001;110189
47;141999;124599;110189
48;141999;117984;110189
49;141999;122645;110189
50;141999;131720;110189
51;141999;128231;110189
52;141999;128049;110189
53;141999;128191;110189
54;141999;114044;110189
55;141999;125314;110189
56;141999;111290;110189
57;141999;132226;110189
58;141999;123457;110189
59;141999;135169;110189
60;141999;120528;110189
61;141999;124824;110189
62;141999;136020;110189
63;141999;118631;110189
64;141999;119026;110189
65;141999;117915;110189
66;141999;134171;110189
67;141999;123158;110189
68;141999;122778;110189
69;141999;119168;110189
70;141999;122908;110189
71;141999;121388;110189
72;141999;120604;110189
73;141999;126603;110189
74;141999;125167;110189
75;141999;124868;110189
76;141999;125084;110189
77;141999;113954;110189
78;141999;136453;110189
79;141999;134405;110189
80;141999;119922;110189
81;141999;122792;110189
82;141999;136257;110189
83;141999;131351;110189
84;141999;128879;110189
85;141999;127846;110189
86;141999;136799;110189
87;141999;124454;110189
88;141999;128112;110189
89;141999;135036;110189
90;141999;129598;110189
91;141999;116807;110189
92;141999;124726;110189
93;141999;122562;110189
94;141999;129145;110189
95;141999;130574;110189
96;141999;120733;110189
97;141999;124496;110189
98;141999;109940;109940
99;141999;121263;109940
100;141999;136477;109940
Iteration;Best Fitness;Average Fitness;Worst Fitness
1;43895;43895;43895
2;50973;50973;43895
3;56045;56045;43895
4;61561;61561;43895
5;61561;59838;43895
6;61561;54116;43895
7;61561;57600;43895
8;61561;54593;43895
9;61561;45083;43895
10;61561;55092;43895
11;61561;46865;43895
12;61561;58086;43895
13;61561;56896;43895
14;61561;55313;43895
15;61561;54749;43895
16;61561;47746;43895
17;61561;39827;39827
18;61561;53126;39827
19;61561;60221;39827
20;61561;57719;39827
21;72871;72871;39827
22;72871;46702;39827
23;72871;62014;39827
24;72871;41425;39827
25;72871;53104;39827
26;72871;50639;39827
27;72871;64438;39827
28;72871;66868;39827
29;72871;63109;39827
30;72871;54764;39827
31;72871;72641;39827
32;72871;54548;39827
33;72871;58555;39827
34;72871;54898;39827
35;72871;54789;39827
36;72871;61005;39827
37;72871;48832;39827
38;72871;50582;39827
39;72871;54494;39827
40;72871;50425;39827
41;72871;59843;39827
42;72871;50319;39827
43;72871;51454;39827
44;72871;56661;39827
45;72871;53226;39827
46;72871;62538;39827
47;72871;63261;39827
48;72871;62749;39827
49;72871;58130;39827
50;72871;49890;39827
51;72871;38182;38182
52;72871;50046;38182
53;72871;56524;38182
54;72871;54244;38182
55;72871;54188;38182
56;72871;56362;38182
57;72871;47119;38182
58;72871;55737;38182
59;72871;56425;38182
60;72871;50146;38182
61;72871;53097;38182
62;72871;46102;38182
63;72871;42444;38182
64;72871;53041;38182
65;72871;51220;38182
66;72871;47456;38182
67;72871;57349;38182
68;72871;51929;38182
69;72871;55169;38182
70;72871;51263;38182
71;72871;50115;38182
72;72871;45512;38182
73;72871;50577;38182
74;72871;59414;38182
75;72871;59636;38182
76;72871;47018;38182
77;72871;46553;38182
78;72871;51776;38182
79;72871;53371;38182
80;72871;52249;38182
81;72871;51173;38182
82;72871;61818;38182
83;72871;44613;38182
84;72871;48835;38182
85;72871;52905;38182
86;72871;63766;38182
87;72871;67790;38182
88;72871;64491;38182
89;72871;63626;38182
90;72871;50638;38182
91;72871;57451;38182
92;72871;58726;38182
93;72871;46686;38182
94;72871;56839;38182
95;76804;76804;38182
96;76804;72878;38182
97;76804;44084;38182
98;76804;57773;38182
99;76804;62720;38182
100;76804;55040;38182
Iteration;Best Fitness;Average Fitness;Worst Fitness
1;59347;59347;59347
2;66797;66797;59347
3;66797;65248;59347
4;66797;61381;59347
5;66797;53981;53981
6;66797;53499;53499
7;66797;48025;48025
8;66797;50625;48025
9;69780;69780;48025
10;69780;43441;43441
11;69780;52176;43441
12;69780;53484;43441
13;69780;69240;43441
14;69780;54868;43441
15;69780;44999;43441
16;69780;55820;43441
17;69780;61470;43441
18;78009;78009;43441
19;78009;56096;43441
20;78009;52182;43441
21;78009;42662;42662
22;78009;66604;42662
23;78009;49700;42662
24;78009;59220;42662
25;78009;55280;42662
26;78009;62454;42662
27;78009;44161;42662
28;78009;54461;42662
29;78009;36188;36188
30;78009;48990;36188
31;78009;62818;36188
32;78009;56300;36188
33;78009;68631;36188
34;78009;53068;36188
35;78009;39408;36188
36;78009;60330;36188
37;78009;45512;36188
38;78009;61026;36188
39;78009;49507;36188
40;78009;66311;36188
41;78009;50447;36188
42;78009;58701;36188
43;78009;52293;36188
44;78009;52852;36188
45;78009;61422;36188
46;78009;54044;36188
47;78009;59119;36188
48;78009;54614;36188
49;78009;57164;36188
50;78009;58123;36188
51;78009;67154;36188
52;78009;49115;36188
53;78009;55630;36188
54;78009;55109;36188
55;78009;65196;36188
56;78009;72138;36188
57;78009;70112;36188
58;78009;56069;36188
59;78009;62243;36188
60;78009;51831;36188
61;78009;58766;36188
62;78009;52067;36188
63;78009;67008;36188
64;78009;59247;36188
65;78009;59442;36188
66;78009;45027;36188
67;78009;69547;36188
68;78009;50782;36188
69;78009;49979;36188
70;78009;50946;36188
71;78009;64691;36188
72;78009;38813;36188
73;78009;52614;36188
74;78009;61970;36188
75;78009;65044;36188
76;78009;60409;36188
77;78009;55330;36188
78;78009;57052;36188
79;78009;42710;36188
80;78009;54643;36188
81;78009;63370;36188
82;78009;62394;36188
83;78009;43858;36188
84;78009;69535;36188
85;78009;61335;36188
86;78009;56497;36188
87;78009;49723;36188
88;78009;64497;36188
89;78009;58983;36188
90;78009;50066;36188
91;78009;51994;36188
92;78009;53215;36188
93;78009;62904;36188
94;78009;55948;36188
95;78009;70105;36188
96;78009;61580;36188
97;78009;56720;36188
98;78009;56123;36188
99;78009;57128;36188
100;78009;43318;36188
Iteration;Best Fitness;Average Fitness;Worst Fitness
1;124305;124305;124305
2;133326;133326;124305
3;133326;118724;118724
4;137313;137313;118724
5;137313;126352;118724
6;137313;125143;118724
7;137313;113682;113682
8;137313;128531;113682
9;137313;131500;113682
10;137313;127854;113682
11;137313;125167;113682
12;137313;123602;113682
13;137313;116218;113682
14;137313;122671;113682
15;137313;134002;113682
16;137313;118938;113682
17;137313;129513;113682
18;137313;132254;113682
19;137313;122086;113682
20;137313;118477;113682
21;137313;131312;113682
22;137313;123325;113682
23;137313;117617;113682
24;137313;117826;113682
25;137313;124966;113682
26;137313;110598;110598
27;137313;125248;110598
28;137313;122846;110598
29;137313;131632;110598
30;137313;129112;110598
31;137313;129651;110598
32;137313;129851;110598
33;137313;121110;110598
34;137313;130832;110598
35;137313;125831;110598
36;137313;120994;110598
37;137313;136504;110598
38;137313;123605;110598
39;137644;137644;110598
40;138398;138398;110598
41;138398;117974;110598
42;138398;124171;110598
43;138398;126398;110598
44;138398;126595;110598
45;138398;119558;110598
46;138398;127067;110598
47;138398;123958;110598
48;138398;125696;110598
49;138398;129536;110598
50;138398;126133;110598
51;138398;123534;110598
52;138398;117078;110598
53;138398;117566;110598
54;138398;120121;110598
55;138398;122577;110598
56;138398;124837;110598
57;138398;130436;110598
58;138398;129528;110598
59;138398;122985;110598
60;138398;130039;110598
61;138398;131722;110598
62;138398;130499;110598
63;138398;131406;110598
64;138398;123590;110598
65;138398;131712;110598
66;138398;124233;110598
67;138398;135239;110598
68;138398;130941;110598
69;138398;126568;110598
70;138398;130487;110598
71;138398;137083;110598
72;138398;128855;110598
73;138398;114925;110598
74;138398;120752;110598
75;138398;123282;110598
76;138398;117442;110598
77;138398;117229;110598
78;138398;123839;110598
79;138398;133023;110598
80;138398;132231;110598
81;138398;126582;110598
82;138398;131199;110598
83;138398;122716;110598
84;138398;128985;110598
85;138398;137199;110598
86;138398;118576;110598
87;138398;116827;110598
88;138398;125298;110598
89;138398;120185;110598
90;138398;133675;110598
91;138398;124972;110598
92;138398;119604;110598
93;138398;130695;110598
94;138398;120853;110598
95;138398;135098;110598
96;138398;131344;110598
97;138398;135492;110598
98;138398;117977;110598
99;138398;126605;110598
100;138398;125940;110598
Iteration;Best Fitness;Average Fitness;Worst Fitness
1;139329;139329;139329
2;139329;130826;130826
3;139329;116647;116647
4;139329;119649;116647
5;139329;110748;110748
6;139329;122200;110748
7;139329;134231;110748
8;139329;129208;110748
9;139329;119815;110748
10;139329;121798;110748
11;139329;120262;110748
12;139329;127401;110748
13;139329;116416;110748
14;139329;116472;110748
15;139329;128432;110748
16;139329;126798;110748
17;139329;128695;110748
18;139329;118661;110748
19;139329;124343;110748
20;139329;124883;110748
21;139329;114896;110748
22;139329;124028;110748
23;139329;127524;110748
24;139329;124880;110748
25;139329;132549;110748
26;139329;125409;110748
27;139329;125635;110748
28;139329;135105;110748
29;139329;128401;110748
30;139329;115660;110748
31;139329;134668;110748
32;139329;127597;110748
33;139329;125568;110748
34;139329;130841;110748
35;139329;133884;110748
36;139329;113601;110748
37;139329;132142;110748
38;139329;119355;110748
39;139329;128876;110748
40;139329;115668;110748
41;139329;132256;110748
42;139329;125844;110748
43;139329;130718;110748
44;139329;131412;110748
45;139329;132653;110748
46;139329;121372;110748
47;139329;106857;106857
48;139329;118589;106857
49;139329;127697;106857
50;139329;120053;106857
51;139329;126086;106857
52;139329;120875;106857
53;139329;129419;106857
54;139329;121595;106857
55;139329;120512;106857
56;139329;121826;106857
57;139329;117070;106857
58;139329;125371;106857
59;139329;128353;106857
60;139329;119394;106857
61;139329;132845;106857
62;139329;131185;106857
63;139329;122579;106857
64;139329;123693;106857
65;139329;121705;106857
66;139329;137357;106857
67;139329;131047;106857
68;139329;129807;106857
69;139329;121789;106857
70;139329;116627;106857
71;139329;130736;106857
72;139329;116902;106857
73;139329;119605;106857
74;139329;129761;106857
75;139329;133218;106857
76;139329;123091;106857
77;139329;107999;106857
78;139329;123647;106857
79;139329;114885;106857
80;139329;130656;106857
81;139329;128970;106857
82;139329;136834;106857
83;139329;121653;106857
84;139329;126357;106857
85;139329;131624;106857
86;139329;129418;106857
87;139329;126776;106857
88;139329;111533;106857
89;139329;116833;106857
90;139329;119558;106857
91;139329;114797;106857
92;139329;124004;106857
93;139329;119382;106857
94;139329;118835;106857
95;139329;133266;106857
96;139329;128020;106857
97;139329;132489;106857
98;139329;126657;106857
99;139329;114484;106857
100;139329;134758;106857
Iteration;Best Fitness;Average Fitness;Worst Fitness
1;69707;69707;69707
2;85591;85591;69707
3;91333;91333;69707
4;91333;89116;69707
5;91333;84321;69707
6;91333;81211;69707
7;92917;92917;69707
8;92917;80364;69707
9;92917;92550;69707
10;92917;87318;69707
11;92917;77250;69707
12;92917;81321;69707
13;93849;93849;69707
14;103140;103140;69707
15;103140;91803;69707
16;103140;97973;69707
17;103140;81218;69707
18;103140;62874;62874
19;103140;82097;62874
20;103140;78208;62874
21;103140;84924;62874
22;103140;72164;62874
23;103140;89268;62874
24;103140;71827;62874
25;103140;69656;62874
26;103140;83696;62874
27;103140;81687;62874
28;103140;75098;62874
29;103140;77288;62874
30;103140;93758;62874
31;103140;82377;62874
32;103140;71101;62874
33;103140;89374;62874
34;103140;93112;62874
35;103140;81260;62874
36;103140;84162;62874
37;103140;86945;62874
38;103140;78319;62874
39;103140;88213;62874
40;103140;74105;62874
41;103140;88875;62874
42;103140;81850;62874
43;103140;73485;62874
44;103140;77691;62874
45;103140;72343;62874
46;103140;85598;62874
47;103140;94572;62874
48;103140;83327;62874
49;103140;71123;62874
50;103140;88975;62874
51;103140;94027;62874
52;103140;80588;62874
53;103140;77348;62874
54;103140;74096;62874
55;103140;83479;62874
56;103140;89830;62874
57;103140;80099;62874
58;103140;80035;62874
59;103140;86510;62874
60;103140;89848;62874
61;103140;83489;62874
62;103140;98540;62874
63;103140;78984;62874
64;103140;99409;62874
65;103140;68533;62874
66;103140;79257;62874
67;103140;86383;62874
68;103140;80915;62874
69;103140;82420;62874
70;103140;78396;62874
71;103140;83073;62874
72;103140;81563;62874
73;103140;92964;62874
74;103140;76210;62874
75;103140;82622;62874
76;103140;98601;62874
77;103140;80703;62874
78;103140;79146;62874
79;103140;83668;62874
80;103140;71529;62874
81;103140;96391;62874
82;103140;86342;62874
83;103140;88063;62874
84;103140;85279;62874
85;103140;87615;62874
86;103140;91466;62874
87;103140;88963;62874
88;103460;103460;62874
89;103460;82562;62874
90;103460;73833;62874
91;103460;78588;62874
92;103460;82112;62874
93;103460;82697;62874
94;103460;83277;62874
95;103460;81278;62874
96;103460;84885;62874
97;103460;80730;62874
98;103460;85830;62874
99;103460;91573;62874
100;103460;85852;62874
Iteration;Best Fitness;Average Fitness;Worst Fitness
1;40875;40875;40875
2;40875;30570;30570
3;40875;32968;30570
4;40875;33755;30570
5;40875;39986;30570
6;40875;35920;30570
7;40875;34951;30570
8;40875;29089;29089
9;40875;39395;29089
10;40875;40372;29089
11;40875;39404;29089
12;40875;33846;29089
13;40875;38081;29089
14;40875;33107;29089
15;40875;32646;29089
16;40875;37063;29089
17;40875;33903;29089
18;40875;37148;29089
19;40875;37647;29089
20;40875;34310;29089
21;40875;35434;29089
22;40875;33797;29089
23;40875;33478;29089
24;40875;34360;29089
25;40875;29320;29089
26;40875;35310;29089
27;40875;28760;28760
28;40875;35926;28760
29;40875;39232;28760
30;40875;39488;28760
31;40875;32911;28760
32;40875;35647;28760
33;40875;35573;28760
34;40875;33151;28760
35;40875;36580;28760
36;40875;34049;28760
37;40875;35169;28760
38;40875;31722;28760
39;40875;29558;28760
40;40875;38747;28760
41;40875;40800;28760
42;40875;35858;28760
43;40875;34450;28760
44;40875;34545;28760
45;40875;29567;28760
46;40875;40093;28760
47;40875;37137;28760
48;40875;35894;28760
49;40875;37721;28760
50;40875;35048;28760
51;40875;35001;28760
52;40875;29441;28760
53;40875;37410;28760
54;40875;39066;28760
55;40875;38101;28760
56;40875;38880;28760
57;41466;41466;28760
58;41466;35775;28760
59;41466;37126;28760
60;41466;31794;28760
61;41466;35203;28760
62;41466;34294;28760
63;41466;30915;28760
64;41466;33856;28760
65;41466;34977;28760
66;41466;35575;28760
67;41466;37658;28760
68;41466;39062;28760
69;41466;34978;28760
70;41466;34539;28760
71;41466;40870;28760
72;41466;36876;28760
73;41466;39909;28760
74;41466;37897;28760
75;41466;37351;28760
76;41466;32306;28760
77;41466;36923;28760
78;41466;36657;28760
79;41466;39582;28760
80;41466;32491;28760
81;41466;35619;28760
82;41466;34241;28760
83;41466;37450;28760
84;41466;33348;28760
85;41466;39849;28760
86;41466;35814;28760
87;41466;32032;28760
88;41466;32684;28760
89;41466;35728;28760
90;41466;35951;28760
91;41466;37715;28760
92;41466;39146;28760
93;41466;33095;28760
94;41466;36469;28760
95;41466;32168;28760
96;41466;33459;28760
97;41466;38270;28760
98;41466;37879;28760
99;41466;36156;28760
100;41466;36094;28760
Iteration;Best Fitness;Average Fitness;Worst Fitness
1;244040;244040;244040
2;244040;227085;227085
3;244040;228612;227085
4;244040;223036;223036
5;244040;212952;212952
6;244040;217634;212952
7;244040;194844;194844
8;244040;209365;194844
9;244040;215073;194844
10;244040;213428;194844
11;244040;207147;194844
12;244040;214572;194844
13;244040;211135;194844
14;244040;216598;194844
15;244040;218837;194844
16;244040;199144;194844
17;244040;205580;194844
18;244040;208912;194844
19;244040;211100;194844
20;244040;221620;194844
21;244040;216753;194844
22;244040;218599;194844
23;244040;193843;193843
24;244040;211807;193843
25;244040;217876;193843
26;244040;213401;193843
27;244040;206945;193843
28;244040;223584;193843
29;244040;209956;193843
30;244040;221022;193843
31;244040;218194;193843
32;244040;211936;193843
33;244040;209598;193843
34;244040;215421;193843
35;244040;219824;193843
36;244040;214762;193843
37;244040;189991;189991
38;244040;220032;189991
39;244040;215787;189991
40;244040;211491;189991
41;244040;215978;189991
42;244040;202545;189991
43;244040;213753;189991
44;244040;208547;189991
45;244040;218570;189991
46;244040;227189;189991
47;244040;204953;189991
48;244040;211218;189991
49;244040;205734;189991
50;244040;204886;189991
51;244040;195123;189991
52;244040;199603;189991
53;244040;234788;189991
54;244040;214517;189991
55;244040;216449;189991
56;244040;195910;189991
57;244040;200123;189991
58;244040;215280;189991
59;244040;215215;189991
60;244040;220126;189991
61;244040;202830;189991
62;244040;234856;189991
63;244040;215303;189991
64;244040;206711;189991
65;244040;227394;189991
66;244040;221233;189991
67;244040;214233;189991
68;244040;218574;189991
69;244040;205024;189991
70;244040;205286;189991
71;244040;225334;189991
72;244040;220639;189991
73;244040;205905;189991
74;244040;216093;189991
75;244040;217126;189991
76;244040;221428;189991
77;244040;208353;189991
78;244040;231771;189991
79;244040;215387;189991
80;244040;215204;189991
81;244040;221623;189991
82;244040;224996;189991
83;244040;201062;189991
84;244040;208602;189991
85;244040;213655;189991
86;244040;212443;189991
87;244040;221174;189991
88;244040;218002;189991
89;244040;206637;189991
90;244040;208433;189991
91;244040;213141;189991
92;244040;240024;189991
93;244040;214965;189991
94;244040;211476;189991
95;244040;222296;189991
96;244040;213219;189991
97;244040;208715;189991
98;244040;218020;189991
99;244040;213989;189991
100;244040;212065;189991
Iteration;Best Fitness;Average Fitness;Worst Fitness
1;1.24515e+06;1.24515e+06;1.24515e+06
2;1.24897e+06;1.24897e+06;1.24515e+06
3;1.29221e+06;1.29221e+06;1.24515e+06
4;1.29221e+06;1.21628e+06;1.21628e+06
5;1.29221e+06;1.20016e+06;1.20016e+06
6;1.29221e+06;1.19154e+06;1.19154e+06
7;1.29221e+06;1.13208e+06;1.13208e+06
8;1.29221e+06;1.28404e+06;1.13208e+06
9;1.29221e+06;1.23891e+06;1.13208e+06
10;1.29221e+06;1.20197e+06;1.13208e+06
11;1.29221e+06;1.19963e+06;1.13208e+06
12;1.29221e+06;1.23864e+06;1.13208e+06
13;1.29221e+06;1.20403e+06;1.13208e+06
14;1.29221e+06;1.17712e+06;1.13208e+06
15;1.29221e+06;1.21038e+06;1.13208e+06
16;1.29221e+06;1.2032e+06;1.13208e+06
17;1.29221e+06;1.18965e+06;1.13208e+06
18;1.29221e+06;1.14235e+06;1.13208e+06
19;1.29221e+06;1.2294e+06;1.13208e+06
20;1.29221e+06;1.20521e+06;1.13208e+06
21;1.29221e+06;1.23456e+06;1.13208e+06
22;1.29221e+06;1.25448e+06;1.13208e+06
23;1.29221e+06;1.22682e+06;1.13208e+06
24;1.29221e+06;1.23862e+06;1.13208e+06
25;1.29221e+06;1.23305e+06;1.13208e+06
26;1.29221e+06;1.2484e+06;1.13208e+06
27;1.29221e+06;1.19727e+06;1.13208e+06
28;1.29221e+06;1.19407e+06;1.13208e+06
29;1.29221e+06;1.22345e+06;1.13208e+06
30;1.29221e+06;1.20156e+06;1.13208e+06
31;1.29221e+06;1.17712e+06;1.13208e+06
32;1.29221e+06;1.2034e+06;1.13208e+06
33;1.29221e+06;1.26481e+06;1.13208e+06
34;1.29221e+06;1.15379e+06;1.13208e+06
35;1.29221e+06;1.22141e+06;1.13208e+06
36;1.29221e+06;1.18583e+06;1.13208e+06
37;1.29221e+06;1.23873e+06;1.13208e+06
38;1.29221e+06;1.21536e+06;1.13208e+06
39;1.29221e+06;1.18883e+06;1.13208e+06
40;1.29221e+06;1.18451e+06;1.13208e+06
41;1.29221e+06;1.20628e+06;1.13208e+06
42;1.29221e+06;1.20923e+06;1.13208e+06
43;1.29221e+06;1.2097e+06;1.13208e+06
44;1.29221e+06;1.19273e+06;1.13208e+06
45;1.29221e+06;1.25517e+06;1.13208e+06
46;1.29221e+06;1.18282e+06;1.13208e+06
47;1.29221e+06;1.21148e+06;1.13208e+06
48;1.29221e+06;1.21788e+06;1.13208e+06
49;1.29221e+06;1.27393e+06;1.13208e+06
50;1.29221e+06;1.14698e+06;1.13208e+06
51;1.29221e+06;1.24148e+06;1.13208e+06
52;1.29221e+06;1.21797e+06;1.13208e+06
53;1.29221e+06;1.21001e+06;1.13208e+06
54;1.29221e+06;1.24904e+06;1.13208e+06
55;1.29221e+06;1.23792e+06;1.13208e+06
56;1.30232e+06;1.30232e+06;1.13208e+06
57;1.30232e+06;1.19816e+06;1.13208e+06
58;1.30232e+06;1.19722e+06;1.13208e+06
59;1.30232e+06;1.26532e+06;1.13208e+06
60;1.30232e+06;1.22796e+06;1.13208e+06
61;1.30232e+06;1.23047e+06;1.13208e+06
62;1.30232e+06;1.19482e+06;1.13208e+06
63;1.30232e+06;1.28475e+06;1.13208e+06
64;1.30232e+06;1.27455e+06;1.13208e+06
65;1.30232e+06;1.24381e+06;1.13208e+06
66;1.30232e+06;1.21089e+06;1.13208e+06
67;1.30232e+06;1.21533e+06;1.13208e+06
68;1.30232e+06;1.20712e+06;1.13208e+06
69;1.30232e+06;1.21496e+06;1.13208e+06
70;1.30232e+06;1.2048e+06;1.13208e+06
71;1.30232e+06;1.20002e+06;1.13208e+06
