Iteration;Best Fitness;Average Fitness;Worst Fitness
96;87155;81555.8;75520
97;87155;81554.8;75520
98;87155;81558.4;75520
99;87155;81571.2;75520
100;87155;81558.6;75520
Iteration;Best Fitness;Average Fitness;Worst Fitness
1;75938;150498;74560
2;77038;113768;74560
3;77038;101390;74560
4;78501;95667.5;74560
5;81353;92804.6;74560
6;82731;91125.7;74560
7;83665;90059.9;74560
8;83665;89117.5;74560
9;83665;88269.3;74560
10;84491;87891.5;74560
11;85351;87660.5;74560
12;85351;87431.7;74560
13;85351;87078.5;74560
14;85351;86812.1;74560
15;85351;86574.6;74560
16;85351;86375.9;74560
17;85351;86258.6;74560
18;85351;86100.2;74560
19;85351;85937.3;74560
20;85351;85801.8;74560
21;85351;85688.8;74560
22;85351;85501.1;74560
23;85351;85347.8;74560
24;85351;85266.7;74560
25;85351;85215;74560
26;85351;85149.2;74560
27;85351;85073.6;74560
28;85351;84998.6;74560
29;85351;84894.9;74560
30;85351;84821.2;74560
31;85351;84760.8;74560
32;85351;84718.8;74560
33;85351;84689.8;74560
34;85351;84683.4;74560
35;85351;84641.9;74560
36;85351;84660.4;74560
37;85351;84646.1;74560
38;86095;84684.2;74560
39;86971;84742.9;74560
40;87438;84810.2;74560
41;90066;84938.4;74560
42;91520;85095.1;74560
43;91520;85241.1;74560
44;91520;85364.3;74560
45;91645;85503.9;74560
46;91868;85642.2;74560
47;91868;85759.9;74560
48;92060;85891.1;74560
49;92060;85958.8;74560
50;92060;86044.2;74560
51;92060;86144.3;74560
52;92060;86202.7;74560
53;92060;86288.9;74560
54;92060;86356;74560
55;92060;86432.9;74560
56;94990;86585.8;74560
57;94990;86709;74560
58;94990;86811.9;74560
59;94990;86877.6;74560
60;94990;86897.3;74560
61;94990;86931.2;74560
62;94990;86972.4;74560
63;94990;86998.8;74560
64;94990;87040.4;74560
65;94990;87068;74560
66;94990;87096.9;74560
67;94990;87103.5;74560
68;94990;87115.6;74560
69;94990;87133.8;74560
70;94990;87164.6;74560
71;94990;87204;74560
72;94990;87227.8;74560
73;94990;87244.6;74560
74;94990;87256.3;74560
75;94990;87255.3;74560
76;94990;87242.8;74560
77;94990;87248;74560
78;94990;87210.9;74560
79;94990;87164;74560
80;94990;87068.9;74560
81;94990;87010.3;74560
82;94990;86939.2;74560
83;94990;86873.3;74560
84;94990;86819.4;74560
85;94990;86806.8;74560
86;94990;86787.2;74560
87;94990;86766.9;74560
88;94990;86764.4;74560
89;94990;86754.2;74560
90;94990;86750.4;74560
91;94990;86710.6;74560
92;94990;86738.4;74560
93;94990;86754.5;74560
94;94990;86774.5;74560
95;94990;86805.1;74560
96;94990;86852.9;74560
97;94990;86893.9;74560
98;94990;86931.9;74560
99;94990;86979.3;74560
100;94990;87033.6;74560
Iteration;Best Fitness;Average Fitness;Worst Fitness
1;75496;149614;75496
2;76470;113042;75496
3;76470;100696;75496
4;76470;94304;75129
5;76470;90644;75129
6;76470;88077;75129
7;76470;86170.1;74729
8;76470;84811.9;74729
9;77274;83974.3;74729
10;77274;83245.5;74729
11;78210;82787.7;74729
12;79247;82492.7;74729
13;79247;82188.2;74729
14;79247;81937.6;74729
15;79247;81707.1;74729
16;79755;81585.1;74729
17;80226;81505.2;74729
18;80226;81324.7;74729
19;80226;81224.8;74729
20;80226;81093.9;74729
21;80226;80938.7;74729
22;80226;80882.5;74729
23;80525;80867;74729
24;80929;80869.6;74729
25;80929;80843.4;74729
26;81253;80859.2;74729
27;81253;80827.7;74729
28;81253;80782.6;74729
29;81253;80770.8;74729
30;81253;80732.8;74729
31;81253;80721.2;74729
32;81253;80621.3;74729
33;81253;80515.1;74729
34;81253;80427.1;74729
35;81253;80347.9;74729
36;81253;80233.4;74729
37;81253;80144.8;74729
38;81253;80049.4;74729
39;81253;79937.8;74729
40;81253;79842.6;74729
41;81253;79813.6;74729
42;81253;79815.6;74729
43;81253;79793.4;74729
44;81253;79785;74729
45;81253;79787.1;74729
46;81253;79778.9;74729
47;81253;79734.9;74729
48;81253;79708.9;74729
49;81253;79669;74729
50;81253;79600.9;74729
51;81253;79581.8;74729
52;81253;79570.7;74729
53;81253;79566.6;74729
54;81253;79548.5;74729
55;81253;79534.8;74729
56;81253;79541.9;74729
57;81253;79533.8;74729
58;81253;79537.2;74729
59;81253;79524.9;74729
60;81253;79524.9;74729
61;81253;79522.7;74729
62;81253;79511.3;74729
63;81253;79520.9;74729
64;81253;79523.5;74729
65;81253;79490.5;74729
66;81253;79467.1;74729
67;81253;79450.9;74729
68;81253;79445.2;74729
69;81253;79469.7;74729
70;81253;79483.1;74729
71;81253;79437.7;74729
72;81863;79471.4;74729
73;81863;79500.6;74729
74;81863;79522.6;74729
75;81863;79537.9;74729
76;81863;79549;74729
77;81863;79557.9;74729
78;82101;79590.5;74729
79;82101;79597.1;74729
80;82101;79613.7;74729
81;82101;79627.4;74729
82;82101;79637.1;74729
83;82101;79652.1;74729
84;82101;79657.4;74729
85;82101;79672;74729
86;82858;79709;74729
87;82858;79722.3;74729
88;82858;79727.2;74729
89;82858;79723.4;74729
90;82858;79716;74729
91;82858;79720.1;74729
92;82858;79711.6;74729
93;82858;79708.3;74729
94;82858;79714.9;74729
95;82858;79710.4;74729
96;82858;79721.3;74729
97;82858;79714.4;74729
98;82858;79690.1;74729
99;82858;79680.2;74729
100;82858;79671.8;74729
Iteration;Best Fitness;Average Fitness;Worst Fitness
1;78310;155345;77035
2;78310;116585;77035
3;78310;102569;74537
4;78310;96090;74537
5;78537;92579.4;74537
6;78537;89547.7;74389
7;78537;87757.6;74389
8;78537;86440;74389
9;78537;85377.4;74389
10;78537;84456.1;74389
11;78537;83775;74389
12;78537;83266.8;74389
13;81617;83139.9;74389
14;81617;82980.2;74389
15;81617;82868.7;74389
16;81617;82584.9;74389
17;81617;82468.9;74389
18;81617;82256.7;74389
19;81617;82120.6;74389
20;81744;82101.8;74389
21;82604;82125.7;74389
22;82604;82118.8;74389
23;82670;82142.7;74389
24;83666;82206.2;74389
25;84122;82282.8;74389
26;85096;82391;74389
27;85776;82516.4;74389
28;85776;82616.1;74389
29;85881;82728.7;74389
30;86391;82850.8;74389
31;86391;82898.1;74389
32;86391;82947;74389
33;86391;83010.4;74389
34;87891;83154;74389
35;87891;83247.8;74389
36;88604;83396.6;74389
37;90030;83575.8;74389
38;94430;83861.5;74389
39;94430;84114.2;74389
40;94430;84360.8;74389
41;94750;84614.2;74389
42;94750;84850.8;74389
43;94750;85064.5;74389
44;94750;85249.1;74389
45;94750;85393.9;74389
46;94750;85548.9;74389
47;94750;85688.3;74389
48;94750;85853.6;74389
49;95268;86045.7;74389
50;95268;86192.8;74389
51;95268;86362.2;74389
52;95765;86543;74389
53;97467;86749.1;74389
54;97761;86953.1;74389
55;98142;87156.5;74389
56;98142;87334.4;74389
57;99075;87540.4;74389
58;100791;87768.9;74389
59;100791;87979.6;74389
60;101231;88200.5;74389
61;101231;88365.2;74389
62;101231;88520.5;74389
63;101231;88656.8;74389
64;101231;88775.4;74389
65;101231;88863.1;74389
66;101231;88996.9;74389
67;101231;89119.1;74389
68;101231;89216.3;74389
69;101231;89347.2;74389
70;101231;89502.5;74389
71;102180;89681;74389
72;106328;89912.2;74389
73;106328;90098;74389
74;106328;90255.8;74389
75;106328;90416.9;74389
76;106328;90547.8;74389
77;106328;90680.6;74389
78;106328;90830.7;74389
79;106328;91000.7;74389
80;106328;91145.2;74389
81;106328;91274.6;74389
82;106328;91424.8;74389
83;106574;91607.3;74389
84;108326;91806.4;74389
85;108326;91990.6;74389
86;108326;92159.7;74389
87;108326;92330.8;74389
88;108326;92481.7;74389
89;108326;92616.2;74389
90;108326;92708.7;74389
91;108326;92822.5;74389
92;108326;92916.2;74389
93;108326;93012.3;74389
94;108326;93100.1;74389
95;108326;93166.3;74389
96;108326;93214.1;74389
97;108326;93288.5;74389
98;108326;93354.5;74389
99;108326;93414;74389
100;108326;93464.9;74389
Iteration;Best Fitness;Average Fitness;Worst Fitness
1;77204;150260;77204
2;77606;113933;77204
3;79032;102299;77204
4;79032;96381.5;77204
5;79504;93006;77204
6;79941;90828.5;77204
7;80141;89301.7;77204
8;80141;88070.5;77204
9;80141;87096.6;77204
10;80141;86373.7;77204
11;83808;86140.5;77204
12;84275;85985;77204
13;84275;85722.5;77204
14;84275;85424.1;77204
15;84275;85203.1;77204
16;84275;84944.6;77204
17;84571;84922.6;77204
18;84571;84854.4;77204
19;86216;84926.1;77204
20;86216;84941.9;77204
21;89196;85144.5;77204
22;89771;85354.8;77204
23;91655;85628.7;77204
24;91655;85840.9;77204
25;91655;86052.3;77204
26;92001;86281.1;77204
27;92001;86464.4;77204
28;92515;86680.5;77204
29;92515;86858.2;77204
30;92515;87017.4;77204
31;92515;87141.8;77204
32;92515;87244.8;77204
33;93840;87444.6;77204
34;93840;87558.6;77204
35;93840;87715.1;77204
36;95888;87942.1;77204
37;97342;88196.2;77204
38;97342;88413.5;77204
39;97342;88624.8;77204
40;97342;88814.1;77204
41;97342;88980.5;77204
42;97342;89179.5;77204
43;97540;89374;77204
44;97945;89568.8;77204
45;98455;89766.2;77204
46;98677;89959.9;77204
47;99121;90154.9;77204
48;99121;90300.8;77204
49;99468;90487.9;77204
50;99468;90655.7;77204
51;99468;90813.1;77204
52;99852;90986.9;77204
53;101342;91182.3;77204
54;101342;91365;77204
55;101485;91549;77204
56;101485;91695.7;77204
57;101485;91867.1;77204
58;102353;92047.9;77204
59;103334;92239.2;77204
60;103334;92355;77204
61;103334;92523.5;77204
62;103634;92702.7;77204
63;104197;92885.2;77204
64;104197;93051.1;77204
65;104197;93208.8;77204
66;104197;93346;77204
67;104197;93501.6;77204
68;104534;93663.8;77204
69;104736;93824.3;77204
70;105430;93990.1;77204
71;106016;94159.5;77204
72;106838;94335.6;77204
73;108878;94534.8;77204
74;109315;94734.5;77204
75;110359;94942.8;77204
76;110359;95132.2;77204
77;110359;95291.2;77204
78;110359;95440;77204
79;110359;95571.9;77204
80;110359;95699.1;77204
81;110359;95837.3;77204
82;110359;95935.9;77204
83;110359;96011.4;77204
84;110359;96067.3;77204
85;110359;96130;77204
86;110359;96205.8;77204
87;110359;96292.6;77204
88;110359;96372.8;77204
89;110359;96456.3;77204
90;110359;96535.5;77204
91;110359;96592.4;77204
92;110359;96691.4;77204
93;110359;96781.9;77204
94;110359;96872.9;77204
95;110359;96957.4;77204
96;110359;97028.2;77204
97;110359;97082.8;77204
98;110359;97127.4;77204
99;110359;97165.1;77204
100;110359;97211.5;77204
Iteration;Best Fitness;Average Fitness;Worst Fitness
1;72587;141026;68439
2;73461;107244;68439
3;73592;96026.3;68439
4;73592;89927.2;68439
5;73592;85917.4;68439
6;73592;83109.2;68439
7;73592;80695.9;66216
8;73592;79327.4;66216
9;73592;78071.9;66216
10;73592;77237.7;66216
11;73592;76598;66216
12;73592;75987.1;66216
13;73592;75352.9;66216
14;73592;74743.4;66216
15;73592;74246.3;66216
16;73592;73934;66216
17;73592;73691.5;66216
18;73592;73467.8;66216
19;73592;73246.4;66216
20;73592;73012.6;66216
21;73592;72776.8;66216
22;73592;72655.2;66216
23;73592;72593.9;66216
24;73592;72609.3;66216
25;73592;72554.8;66216
26;74091;72613.8;66216
27;74091;72641.6;66216
28;74091;72639.2;66216
29;74091;72684;66216
30;74628;72748.8;66216
31;74628;72784;66216
32;75033;72854.2;66216
33;75033;72878.5;66216
34;75033;72859.4;66216
35;75033;72829.8;66216
36;75033;72843.3;66216
37;75033;72840.8;66216
38;75033;72865.8;66216
39;75033;72886.2;66216
40;75033;72854.6;66216
41;75033;72894;66216
42;75033;72907.4;66216
43;75033;72946.8;66216
44;75033;72963.2;66216
45;75033;72973.1;66216
46;75033;73001.6;66216
47;75903;73063.3;66216
48;76648;73138;66216
49;76648;73195.6;66216
50;76940;73270.5;66216
51;76940;73314.5;66216
52;76940;73318.4;66216
53;76940;73335.3;66216
54;76940;73335.3;66216
55;76940;73358.2;66216
56;76940;73371.9;66216
57;76940;73417.9;66216
58;76940;73470.4;66216
59;77564;73539.8;66216
60;78990;73630.6;66216
61;79446;73726;66216
62;80824;73840.5;66216
63;80824;73934.8;66216
64;80824;74006.7;66216
65;80824;74078.5;66216
66;80824;74085.2;66216
67;80824;74094.1;66216
68;80824;74097.8;66216
69;80824;74088.6;66216
70;80824;74107.8;66216
71;80824;74089.5;66216
72;80824;74098.2;66216
73;80824;74083.4;66216
74;80824;74036;66216
75;80824;74064.1;66216
76;80824;74102.7;66216
77;80824;74144.8;66216
78;80824;74215.4;66216
79;80824;74292.9;66216
80;81863;74387.5;66216
81;82288;74485;66216
82;82288;74576.6;66216
83;82288;74664.4;66216
84;82288;74745.3;66216
85;82288;74801.2;66216
86;82288;74872.8;66216
87;82288;74937.6;66216
88;82288;75002.5;66216
89;82288;75061;66216
90;82288;75113.7;66216
91;82288;75186.9;66216
92;82816;75269.9;66216
93;82816;75343;66216
94;83561;75430.4;66216
95;83561;75495.3;66216
96;84879;75593;66216
97;85080;75690.8;66216
98;85080;75779.7;66216
99;88800;75911.2;66216
100;89388;76046;66216
Iteration;Best Fitness;Average Fitness;Worst Fitness
1;82206;164190;81984
2;82206;122342;80494
3;82206;108534;80494
4;82206;101890;80494
5;82206;97718.4;80494
6;82206;95091.3;80494
7;82206;93157.7;80494
8;82206;91601.2;80494
9;82206;90348.3;80325
10;82625;89576;80325
11;82625;88585.9;78685
12;82625;87887.8;78685
13;82625;87429.2;78685
14;82625;86961.9;78685
15;82625;86487.9;78685
16;82625;85956.3;77983
17;82625;85556.2;77983
18;82625;85174.7;77983
19;82625;84791.7;77898
20;82625;84589.6;77898
21;82625;84445.4;77898
22;82625;84287.7;77898
23;82625;84149.4;77898
24;82625;83981.2;77898
25;82625;83864;77898
26;82625;83788.7;77898
27;82625;83649.1;77898
28;82625;83536.1;77898
29;82625;83404.7;77898
30;82625;83275.4;77898
31;82625;83134.4;77898
32;82625;83034.1;77898
33;82625;82968.1;77898
34;82625;82918;77898
35;82754;82913.3;77898
36;82754;82889.1;77898
37;82754;82859.1;77898
38;82754;82849.4;77898
39;82754;82846;77898
40;82754;82822.6;77898
41;82754;82779;77898
42;82754;82717.2;77898
43;82754;82672;77898
44;82754;82582.4;77898
45;82754;82455.3;76863
46;82754;82328.1;76606
47;82754;82186.5;75672
48;82754;82069;75672
49;82754;81965.2;75672
50;82754;81830.5;75231
51;82754;81731.1;75231
52;82754;81631.7;75231
53;82754;81552.5;75231
54;82754;81468.7;75231
55;82754;81459.7;75231
56;82754;81466.3;75231
57;82815;81489.9;75231
58;83577;81525.9;75231
59;83577;81544.7;75231
60;83910;81584.1;75231
61;83910;81620.1;75231
62;85399;81681.1;75231
63;86203;81752.9;75231
64;86203;81777.8;75231
65;87240;81861.9;75231
66;87240;81934.4;75231
67;87240;81954;75231
68;87240;82001.8;75231
69;87240;82032.1;75231
70;87240;82049.1;75231
71;87240;82076.1;75231
72;87240;82112.5;75231
73;87240;82152.6;75231
74;87240;82179.2;75231
75;87240;82193.4;75231
76;87240;82214.7;75231
77;87240;82245.7;75231
78;87240;82282;75231
79;87240;82329.2;75231
80;87240;82373.4;75231
81;89151;82457.1;75231
82;89973;82548.7;75231
83;89973;82627.8;75231
84;90981;82727.2;75231
85;90981;82815.4;75231
86;90981;82890.1;75231
87;90981;82974.9;75231
88;90981;83059.4;75231
89;90981;83145.4;75231
90;92408;83248.3;75231
91;92408;83343.9;75231
92;93672;83456.2;75231
93;93672;83562.7;75231
94;95245;83687;75231
95;95245;83798.8;75231
96;95245;83917;75231
97;95245;84015.2;75231
98;95245;84071.2;75231
99;95245;84146.8;75231
100;95245;84229.7;75231
Iteration;Best Fitness;Average Fitness;Worst Fitness
1;92059;183195;92059
2;92059;137527;91859
3;92059;121208;88571
4;92059;113342;88571
5;92059;108582;88571
6;92059;105334;88571
7;92059;103113;88571
8;92059;101558;88571
9;92059;100371;88571
10;92059;99344.7;88571
11;92059;98599;88571
12;92059;97917;88571
13;92059;97313.8;88571
14;92059;96918.3;88571
15;93661;96701.1;88571
16;95305;96613.9;88571
17;97005;96636.9;88571
18;97990;96712.1;88571
19;97990;96687.1;88571
20;97990;96652.7;88571
21;97990;96648.4;88571
22;97990;96554.9;88571
23;97990;96426.7;88571
24;97990;96345.7;88571
25;97990;96214;88571
26;97990;96123.3;88571
27;97990;96034.4;88571
28;97990;96003.9;88571
29;97990;95945.2;88571
30;97990;95924.8;88571
31;97990;95861.2;88571
32;97990;95754;88571
33;97990;95631.7;88571
34;97990;95503.7;88571
35;97990;95425.6;88571
36;97990;95358.9;88571
37;97990;95251.5;88571
38;97990;95104.4;88571
39;97990;94952.8;88571
40;97990;94831.9;88571
41;97990;94696.8;88571
42;97990;94595.4;88571
43;97990;94509.6;88571
44;97990;94467.5;88571
45;97990;94338.7;88571
46;97990;94197.9;87861
47;97990;94085.3;87861
48;97990;93965.6;87861
49;97990;93828.4;87242
50;97990;93661.7;85490
51;97990;93481;84449
52;97990;93290.5;83574
53;97990;93083.7;82330
54;97990;92939.4;82330
55;97990;92785.7;82330
56;97990;92673;82330
57;97990;92540;82330
58;97990;92402.7;82330
59;97990;92263.2;82330
60;97990;92109.2;82330
61;97990;91972.2;82330
62;97990;91850.5;82330
63;97990;91701.1;82330
64;97990;91585.9;82330
65;97990;91483.1;82330
66;97990;91365.6;82330
67;97990;91274.4;82330
68;97990;91182;82330
69;97990;91120.8;82330
70;97990;91075.4;82330
71;97990;91013.8;82330
72;97990;90926.3;82330
73;97990;90848.1;82330
74;97990;90774.8;82330
75;97990;90706.4;82330
76;97990;90637.9;82330
77;97990;90552.2;82330
78;97990;90484.8;82330
79;97990;90428.2;82330
80;97990;90362;82330
81;97990;90288.5;82330
82;97990;90232;82330
83;97990;90161.8;82330
84;97990;90105.7;82330
85;97990;90055.6;82330
86;97990;89983.9;82330
87;97990;89928.4;82330
88;97990;89827.1;81010
89;97990;89777.5;81010
90;97990;89747.4;81010
91;97990;89721.7;81010
92;97990;89687.9;81010
93;97990;89647.3;81010
94;97990;89592.2;81010
95;97990;89532.3;81010
96;97990;89488.1;81010
97;97990;89448.9;81010
98;97990;89394.1;81010
99;97990;89339.3;81010
100;97990;89273;81010
Iteration;Best Fitness;Average Fitness;Worst Fitness
1;87051;173840;87051
2;87507;130674;87051
3;88082;116476;87051
4;88082;109187;87051
5;88082;104875;87051
6;90604;102496;87051
7;91167;100878;87051
8;91167;99444.9;87051
9;91167;98286;87051
10;91167;97534.1;87051
11;91167;96876.1;87051
12;91167;96387.2;87051
13;91167;95898;87051
14;91167;95433.7;87051
15;91167;95053.1;87051
16;91167;94665.8;87051
17;91167;94312.1;87051
18;91167;93767.3;84506
19;91167;93266.1;84244
20;91167;92849.8;84244
21;91167;92533.1;84244
22;91167;92229.5;84244
23;91167;92012.6;84244
24;91167;91861.5;84244
25;91167;91814.4;84244
26;91729;91811.1;84244
27;91729;91776.6;84244
28;91801;91777.4;84244
29;91801;91746.4;84244
30;91801;91707.1;84244
31;91801;91650.3;84244
32;91907;91658.3;84244
33;92130;91672.6;84244
34;92130;91636;84244
35;92130;91551.4;84244
36;92130;91460.3;84244
37;92130;91383.4;84244
38;92130;91285.7;84244
39;92130;91243.4;84244
40;92130;91252.9;84244
41;92130;91251.7;84244
42;92130;91156.6;84244
43;92130;91088.4;84244
44;92130;91110.3;84244
45;92130;91118.5;84244
46;92970;91158.7;84244
47;92970;91155.4;84244
48;92970;91177.3;84244
49;92970;91151.4;84244
50;92970;91118.9;84244
51;92970;91095.2;84244
52;92970;91050.3;84244
53;92970;91038.5;84244
54;92970;90980.4;84244
55;92970;90932.9;84244
56;92970;90861.7;84244
57;92970;90785.2;84244
58;92970;90725.4;84244
59;92970;90640.2;84244
60;92970;90541.4;84244
61;92970;90460.1;84244
62;92970;90389;84244
63;92970;90329.3;84244
64;92970;90291.3;84244
65;92970;90293.2;84244
66;92970;90312.6;84244
67;92970;90314.2;84244
68;92970;90330.4;84244
69;92970;90329;84244
70;92970;90342.6;84244
71;92970;90337.8;84244
72;92970;90338.8;84244
73;92970;90368.2;84244
74;93176;90406.1;84244
75;94602;90462.1;84244
76;94602;90491.9;84244
77;94602;90538.7;84244
78;94655;90591.5;84244
79;94655;90634.1;84244
80;94655;90666.8;84244
81;94655;90687.1;84244
82;94655;90702.8;84244
83;94655;90691.6;84244
84;94655;90694;84244
85;94655;90686.9;84244
86;94655;90703.6;84244
87;94655;90723.9;84244
88;94655;90741.2;84244
89;94655;90774.1;84244
90;95162;90822.9;84244
91;95599;90875.4;84244
92;95599;90920.5;84244
93;95599;90964.6;84244
94;95957;91017.7;84244
95;96579;91076.3;84244
96;98879;91157.6;84244
97;100154;91250.3;84244
98;100154;91335.4;84244
99;100154;91404.8;84244
100;100154;91475;84244
Iteration;Best Fitness;Average Fitness;Worst Fitness
1;90134;179227;90134
2;90134;134569;89911
3;90425;119854;89911
4;91225;112697;89911
5;92159;108589;89911
6;92159;105284;88755
7;92159;102806;87943
8;92159;101066;87943
9;92159;99582.8;87714
10;92159;98225.7;86012
11;92159;97194.8;86012
12;92159;96252.8;85890
13;92159;95445.5;85759
14;92159;94784.9;85759
15;92159;94270.6;85759
16;92159;93845.6;85759
17;92159;93535.4;85759
18;92159;93216.7;85759
19;92159;92858.6;85759
20;92159;92570.7;85759
21;92159;92319.9;85759
22;92159;92006.9;85435
23;92159;91646.6;83719
24;92159;91333.1;83719
25;92159;91003.2;83086
26;92159;90706.4;83086
27;92159;90414.2;82816
28;92159;90163.8;82816
29;92159;89915.7;82816
30;92159;89668.5;82500
31;92159;89468.6;82500
32;92159;89265.2;82500
33;92159;89082;82500
34;92159;88961;82500
35;92159;88803.4;82500
36;92159;88709.1;82500
37;92159;88586.2;82500
38;92159;88499.9;82500
39;92159;88399.7;82500
40;92159;88316.4;82500
41;92159;88254.5;82500
42;92159;88148.8;82500
43;92159;88067;82500
44;92159;87996.8;82500
45;92159;87938.7;82500
46;92159;87865.5;82500
47;92159;87817.4;82500
48;92159;87736;82500
49;92159;87647.4;82500
50;92159;87534.9;82020
51;92159;87462.1;82020
52;92159;87401.9;82020
53;92159;87358.4;82020
54;92159;87280.2;82020
55;92159;87220.2;82020
56;92159;87174.8;82020
57;92159;87140.9;82020
58;92159;87118.9;82020
59;92159;87090.7;82020
60;92159;87072.1;82020
61;92159;87000.2;82020
62;92159;86969.5;82020
63;92159;86936.7;82020
64;92159;86863.8;82020
65;92159;86821.8;82020
66;92159;86764.1;82020
67;92159;86721.1;82020
68;92159;86697.7;82020
69;92159;86703.4;82020
70;92159;86693.3;82020
71;92159;86655.8;82020
72;92159;86633.1;82020
73;92159;86605.5;82020
74;92159;86567.2;82020
75;92159;86513.1;82020
76;92159;86463.4;82020
77;92159;86459.2;82020
78;92159;86459.5;82020
79;92159;86448.8;82020
80;92159;86440.6;82020
81;92159;86415;82020
82;92159;86400.6;82020
83;92159;86380.5;82020
84;92159;86365.6;82020
85;92159;86340.8;82020
86;92159;86336.5;82020
87;92159;86337.5;82020
88;92159;86306.1;82020
89;92159;86277.1;82020
90;92159;86239.7;82020
91;92159;86207.9;82020
92;92159;86174.2;82020
93;92159;86123.6;81465
94;92159;86102;81465
95;92159;86061.1;81465
96;92159;86061.3;81465
97;92159;86041.3;81465
98;92159;86011.8;81465
99;92159;85986;81465
100;92159;85982.7;81465
Iteration;Best Fitness;Average Fitness;Worst Fitness
1;85747;170219;85747
2;85747;127545;84871
3;85747;113129;84296
4;85747;106064;84296
5;85747;101426;82876
6;85747;98104.7;81498
7;85747;95848;81498
8;85747;94213.9;81498
9;85747;92872.9;81498
10;85747;91385.3;77997
11;85747;90639.9;77997
12;85747;89941;77997
13;85747;89383.8;77997
14;85747;88973.4;77997
15;85747;88571.4;77997
16;85747;88102.9;77997
17;85747;87677.7;77997
18;85747;87395.3;77997
19;85883;87315.7;77997
20;86645;87282.2;77997
21;86645;87110;77997
22;86645;86887.3;77997
23;86645;86703.9;77997
24;86645;86525;77997
25;86645;86343;77997
26;86645;86102.6;77997
27;86645;85900.8;77997
28;86645;85742.1;77997
29;86645;85646.9;77997
30;86645;85545.4;77997
31;86645;85469.4;77997
32;86645;85372.4;77997
33;86645;85309.7;77997
34;86645;85166.7;77997
35;86645;85023.5;77997
36;86645;84893.9;77997
37;86645;84801.6;77997
38;86645;84725.8;77997
39;86645;84633.6;77997
40;86645;84558.7;77997
41;86645;84521.1;77997
42;86645;84449;77997
43;86645;84459.4;77997
44;86971;84516.5;77997
45;86971;84525;77997
46;86971;84565.7;77997
47;86971;84560.6;77997
48;86971;84608.6;77997
49;86971;84609.8;77997
50;88254;84682.7;77997
51;89680;84780.6;77997
52;90470;84890.1;77997
53;90470;84987.8;77997
54;90832;85096;77997
55;90832;85184.4;77997
56;90832;85274.2;77997
57;90832;85368.5;77997
58;90993;85465.5;77997
59;90993;85535.7;77997
60;90993;85609.3;77997
61;90993;85684.8;77997
62;91738;85782.4;77997
63;91738;85862.1;77997
64;92182;85960.9;77997
65;92587;86062.8;77997
66;92991;86167.8;77997
67;94235;86288.2;77997
68;98219;86463.6;77997
69;98219;86629.5;77997
70;98289;86796.1;77997
71;100005;86982.1;77997
72;100005;87156.5;77997
73;100005;87308.6;77997
74;100005;87462.1;77997
75;100005;87616.8;77997
76;100005;87770.1;77997
77;100005;87914.1;77997
78;100005;88065.6;77997
79;100200;88219.2;77997
80;100200;88354.9;77997
81;100200;88494.3;77997
82;100200;88618.5;77997
83;100200;88691.6;77997
84;100200;88756.3;77997
85;100200;88827.7;77997
86;100200;88943.7;77997
87;100200;89042.8;77997
88;100200;89129.7;77997
89;100200;89205.7;77997
90;100200;89299.2;77997
91;100200;89371.8;77997
92;100200;89423.7;77997
93;100200;89494.8;77997
94;100200;89548.9;77997
95;100200;89613.5;77997
96;100200;89664.8;77997
97;100200;89713.5;77997
98;100200;89758.5;77997
99;100200;89782.1;77997
100;100200;89808.2;77997
Iteration;Best Fitness;Average Fitness;Worst Fitness
1;94821;189300;94821
2;94821;141890;94479
3;94821;125759;93498
4;94821;117536;92868
5;94821;112485;92280
6;94821;109118;92280
7;94821;106545;91108
8;94821;104486;90071
9;94821;102920;90071
10;94821;101711;90071
11;94821;100634;89858
12;94821;99803.2;89858
13;94821;99144.7;89858
14;94821;98505.9;89858
15;94821;97925.5;89801
16;94821;97475.4;89801
17;94821;97195.5;89801
18;94821;96865.8;89801
19;94821;96526.1;89801
20;94821;96200.2;89801
21;94821;95960.2;89801
22;94821;95751.1;89801
23;94821;95522.2;89801
24;94821;95330;89801
25;94821;95163.7;89801
26;94821;94994.6;89801
27;94821;94854.9;89801
28;94821;94737.4;89801
29;94821;94654.6;89801
30;94821;94511.6;89801
31;94821;94353.3;89604
32;94821;94177.5;88728
33;94821;94069;88728
34;94821;94008.8;88728
35;94821;93940.5;88728
36;94821;93766.5;87678
37;94821;93726.8;87678
38;94821;93735.3;87678
39;94821;93750.9;87678
40;94932;93780.5;87678
41;94932;93792;87678
42;94932;93778.2;87678
43;94932;93770.7;87678
44;95098;93800.9;87678
45;96800;93867.5;87678
46;98762;93973.9;87678
47;99229;94085.7;87678
48;99229;94152;87678
49;99229;94236.9;87678
50;99229;94305;87678
51;99229;94354.4;87678
52;99229;94351.3;87678
53;99229;94424.2;87678
54;99229;94481.4;87678
55;99229;94532.9;87678
56;99229;94599.3;87678
57;99229;94628.9;87678
58;99229;94685.3;87678
59;99229;94729.9;87678
60;99229;94787.1;87678
61;99229;94829.2;87678
62;99229;94876;87678
63;99229;94924.6;87678
64;99229;94955.4;87678
65;99229;94994.8;87678
66;99229;95057.6;87678
67;99229;95093.1;87678
68;100113;95167;87678
69;100113;95226;87678
70;100279;95298.2;87678
71;100279;95357;87678
