101;82889;82889;82889
101;84293;167182;82889
101;85017;252199;82889
101;91282;343481;82889
101;91282;429972;82889
101;91282;503357;73385
101;91282;589524;73385
101;91282;661066;71542
101;91282;743030;71542
101;91282;828758;71542
101;91282;919482;71542
101;91282;993380;71542
101;95633;1.08901e+06;71542
101;95633;1.17901e+06;71542
101;95633;1.26451e+06;71542
101;95633;1.35986e+06;71542
101;95633;1.43566e+06;71542
101;95633;1.52995e+06;71542
101;95633;1.6109e+06;71542
101;97269;1.70817e+06;71542
101;97269;1.78748e+06;71542
101;97269;1.86644e+06;71542
101;97269;1.95627e+06;71542
101;98527;2.0548e+06;71542
101;98527;2.14521e+06;71542
101;98527;2.21746e+06;71542
101;98527;2.27941e+06;61949
101;98527;2.35525e+06;61949
101;98527;2.44242e+06;61949
101;98527;2.52289e+06;61949
101;99386;2.62228e+06;61949
101;99386;2.6995e+06;61949
101;99386;2.78985e+06;61949
101;99386;2.86993e+06;61949
101;99386;2.95601e+06;61949
101;99386;3.04653e+06;61949
101;99386;3.12426e+06;61949
101;99386;3.19443e+06;61949
101;99386;3.28458e+06;61949
101;99386;3.36113e+06;61949
101;99386;3.43397e+06;61949
101;99386;3.50554e+06;61949
101;99386;3.58676e+06;61949
101;99386;3.68026e+06;61949
101;99386;3.77759e+06;61949
101;99386;3.85449e+06;61949
101;99386;3.93709e+06;61949
101;99386;4.00895e+06;61949
101;99386;4.09788e+06;61949
101;99386;4.18602e+06;61949
101;99386;4.26338e+06;61949
101;101639;4.36501e+06;61949
101;101639;4.43119e+06;61949
101;101639;4.49678e+06;61949
101;101639;4.57344e+06;61949
101;101639;4.648e+06;61949
101;101639;4.73035e+06;61949
101;101639;4.82732e+06;61949
101;101639;4.90423e+06;61949
101;101639;4.99076e+06;61949
101;101639;5.07791e+06;61949
101;101639;5.16531e+06;61949
101;101639;5.24261e+06;61949
101;101639;5.32543e+06;61949
101;101639;5.40022e+06;61949
101;101639;5.47783e+06;61949
101;101639;5.5676e+06;61949
101;101639;5.6608e+06;61949
101;101639;5.73791e+06;61949
101;101639;5.8254e+06;61949
101;101639;5.92511e+06;61949
101;101639;6.01461e+06;61949
101;101639;6.09648e+06;61949
101;101639;6.16857e+06;61949
101;101639;6.24033e+06;61949
101;101639;6.32195e+06;61949
101;101639;6.41113e+06;61949
101;101639;6.49178e+06;61949
101;101639;6.5753e+06;61949
101;101639;6.65609e+06;61949
101;101639;6.74364e+06;61949
101;101639;6.81915e+06;61949
101;101639;6.89948e+06;61949
101;101639;6.96268e+06;61949
101;101639;7.06364e+06;61949
101;101639;7.13972e+06;61949
101;101639;7.21867e+06;61949
101;101639;7.30103e+06;61949
101;101639;7.38575e+06;61949
101;101639;7.4537e+06;61949
101;101639;7.54358e+06;61949
101;101639;7.62808e+06;61949
101;101639;7.7197e+06;61949
101;101639;7.79243e+06;61949
101;101639;7.88049e+06;61949
101;101639;7.94892e+06;61949
101;101639;8.04106e+06;61949
101;104357;8.14542e+06;61949
101;104357;8.23334e+06;61949
101;104357;8.31796e+06;61949
